Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Golpe;0;0;1;1;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);1;1;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;3;10;0;13;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;3;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;1;1;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;2;5;0;7;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;2;8;0;10;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;3;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a conta;1;1;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;4;47;0;51;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;1;0;0;1;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);4;19;0;23;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;1;0;1;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;1;1;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;3;3;0;6;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;4;7;0;11;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;1;2;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;7;19;0;26;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;0;18;18;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Juros e preços;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de depósito;2;1;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ;7;2;0;9;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre crédito consignado de forma inadequada;4;0;0;4;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;2;1;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;1;2;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Recusa de produtos ou serviços;0;0;5;5;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;11;11;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;5;4;0;9;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Restrições cadastrais;0;0;8;8;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Terminais eletrônicos, internet e aplicativos;0;0;4;4;
2020;4º;Grupo Secundário;Conglomerado; ;AGIBANK (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;2;0;2;
2020;4º;Grupo Secundário;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Descumprimento de prazo de resposta da reclamação registrada no BCB;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Restrições cadastrais;0;0;2;2;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;2;2;0;4;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Restrições cadastrais;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;5;0;6;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;1;4;0;5;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;3;0;3;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações relativas a operação de crédito contratada (DDC);3;7;0;10;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;1;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;8;16;0;24;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação sobre crédito consignado de forma inadequada;1;1;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação sobre operação de crédito de forma inadequada, exceto crédito consignado;0;1;0;1;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;2;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;4;4;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Recusa de produtos ou serviços;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;7;7;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais;0;1;0;1;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;2;9;0;11;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Restrições cadastrais;0;0;2;2;
2020;4º;Grupo Secundário;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;2;0;2;
2020;4º;Grupo Secundário;Conglomerado; ;ANDBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;03532415;BANCO ABN AMRO S.A.;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;54403563;BANCO ARBI S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Ausência de título adequado relativo a cartão de crédito;9;3;0;12;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Ausência de título adequado relativo a cartão de crédito consignado;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Bloqueio de cartão de crédito;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Cancelamento de contrato a pedido do cliente não atendido;1;1;0;2;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Cobrança irregular de tarifa relacionada ao cartão de crédito;2;0;0;2;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Cobranças diversas;0;0;8;8;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;10;0;11;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;3;3;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao atendimento da Ouvidoria;2;0;0;2;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;1;1;0;2;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;7;0;8;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;5;6;0;11;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;44;21;0;65;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;33;0;0;33;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;0;2;2;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Juros e preços;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;10;6;0;16;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Oferta ou prestação de informação sobre produtos e serviços de forma inadequada, exceto as relacionadas a cartão de crédito, conta e serviços acessórios, credenciadora de cartão e operação de crédito;8;0;0;8;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Outros assuntos não regulados relacionados a cartão de crédito;0;0;7;7;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Reclamações relacionadas a assuntos diversos;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Recusa de produtos ou serviços;0;0;3;3;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;20;20;
2020;4º;Grupo Secundário;Banco/financeira;08357240;BANCO CSF S.A.;Restrições cadastrais;0;0;6;6;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Descumprimento de ordem judicial;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;1;0;2;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Irregularidades relacionadas à devolução de cheques;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Recusa de cancelamento de pacote de serviços;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Recusa de produtos ou serviços;0;0;4;4;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Recusa ou dificuldade de acesso aos canais de atendimento convencionais;1;1;0;2;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Restrições cadastrais;0;0;3;3;
2020;4º;Grupo Secundário;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.;Terminais eletrônicos, internet e aplicativos;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cancelamento de contrato a pedido do cliente não atendido;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cartões de débito;0;0;2;2;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobrança irregular de tarifa pela prestação de serviços de credenciadora de cartões;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobrança irregular de tarifa relacionada a conta ou serviços acessórios à conta;6;1;0;7;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobrança irregular de tarifa relacionada ao cartão de crédito;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Cobranças diversas;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Descumprimento contratual;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Dificuldade na liberação ou substituição de bem;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Golpe;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;1;2;0;3;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;9;9;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Insatisfação com o atendimento prestado por agências;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades no processo de encerramento de conta de depósitos à vista;4;5;0;9;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;12;1;0;13;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a operação de crédito, exceto para liquidação antecipada e descritivo do crédito.;0;4;0;4;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, conta e operação de crédito;2;0;0;2;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relacionadas à liquidação de documentos (exceto cheques);6;0;0;6;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;10;2;0;12;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;11;0;0;11;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito;3;0;0;3;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking, ATM, credenciadora e operação de crédito;2;1;0;3;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados a operações de crédito;3;3;0;6;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Juros e preços;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Oferta ou prestação de informação sobre a conta ou serviços acessórios de forma inadequada ;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Oferta ou prestação de informação sobre o cartão de crédito de forma inadequada ;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Outros assuntos não regulados relacionados a cartão de crédito;0;0;7;7;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Recusa de produtos ou serviços;0;0;12;12;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Restrições cadastrais;0;0;2;2;
2020;4º;Grupo Secundário;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;Terminais eletrônicos, internet e aplicativos;0;0;4;4;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Abertura de conta de depósito sem documentação necessária;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;3;0;3;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Bloqueio de conta;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Cancelamento de contrato a pedido do cliente não atendido;0;4;0;4;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Cancelamento de contrato por iniciativa da instituição financeira;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Cobranças diversas;0;0;5;5;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Concessão de crédito consignado sem a formalização do título adequado;0;2;0;2;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Concessão de demais créditos (exceto consignado) mediante a formalização de título adequado com base em documentação falsa;1;0;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Descumprimento contratual;0;0;1;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Descumprimento de prazo de resposta da reclamação registrada no BCB;0;1;0;1;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;2;7;0;9;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;5;5;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Irregularidades no processo de encerramento de conta de depósitos à vista;0;2;0;2;
2020;4º;Grupo Secundário;Banco/financeira;27098060;BANCO DIGIO S.A.;Irregularidades no processo de encerramento de conta de pagamento;0;1;0;1;
