Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Irregularidade;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;4;10;0;14;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;18;18;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Insatisfação com o atendimento prestado por agências;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidade na portabilidade salarial para contas de depósitos ou contas de pagamento pré-pagas;2;1;0;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades no processo de encerramento de conta de depósitos à vista;2;26;0;28;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);1;1;0;2;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao acompanhamento de conta;0;4;0;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao Custo Efetivo Total (CET) de operação de crédito;1;1;0;2;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito consignado;0;6;0;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de contratos de operações de crédito de outras modalidades, exceto crédito consignado, financiamento imobiliário e cartão de crédito.;1;46;0;47;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;4;2;0;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;5;2;0;7;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;3;3;0;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;3;0;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;3;1;0;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);6;2;0;8;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relacionadas à liquidação de documentos (exceto cheques);1;2;0;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a crédito rotativo de cartão de crédito e inadimplência do cartão de crédito;0;3;0;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;2;3;0;5;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;3;10;0;13;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;11;8;0;19;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de débito;5;1;0;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking e ATM;1;4;0;5;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados à operações de crédito;24;28;0;52;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Juros e preços;0;0;6;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Não acatamento de solicitação de cancelamento de débitos automáticos em conta de depósito;2;0;0;2;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Não liberação de margem consignável - Cartão de crédito consignável;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;3;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;21;8;0;29;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Outras irregularidades ;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Outros assuntos não regulados relacionados a cartão de crédito;0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Reclamações relacionadas a assuntos diversos;0;0;3;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Recusa de produtos ou serviços;0;0;13;13;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;20;20;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;6;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Restrições cadastrais;0;0;6;6;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;AGIBANK (conglomerado);Terminais eletrônicos, internet e aplicativos;0;0;8;8;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Descumprimento de prazo de resposta da reclamação registrada no BCB;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Cobranças diversas em operação de crédito consignado;0;0;11;11;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Golpe;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;2;5;0;7;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);2;2;0;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados à operações de crédito;1;3;0;4;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Juros e preços;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;5;5;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;2;1;0;3;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Outras irregularidades relacionadas à portabilidade de operações de crédito de pessoa natural;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito (exceto crédito consignado e financiamento imobiliário) relativas a pessoas naturais;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;0;7;0;7;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Restrições cadastrais;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ALFA (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Cobranças diversas;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Restrições cadastrais;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Conglomerado; ;ANDBANK (conglomerado);Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);4;0;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;4;0;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;23862762;AVISTA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);11;0;0;11;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Abertura de conta de depósito com documentação falsa;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Abertura de conta de depósito sem documentação necessária;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Bloqueio de cartão de crédito;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Bloqueio de conta;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Descumprimento de prazo de resposta da reclamação registrada no BCB;1;1;0;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Inclusão de dados incorretos no CCS (Cadastro de Clientes do Sistema Financeiro Nacional);0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidade na portabilidade salarial para contas de depósitos ou contas de pagamento pré-pagas;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades no processo de encerramento de conta de depósitos à vista;0;2;0;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em ATM;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados à operações de crédito;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Juros e preços;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Outras irregularidades relacionadas a cartões de crédito;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Recusa de produtos ou serviços;0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;3;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;92874270;BANCO A.J. RENNER S.A.;Terminais eletrônicos, internet e aplicativos;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;54403563;BANCO ARBI S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;54403563;BANCO ARBI S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;00997185;BANCO B3 S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Ausência de informações sobre as regras de funcionamento nos contratos de cartões de crédito ou seu descumprimento;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Bloqueio de cartão de crédito;0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cancelamento de contrato a pedido do cliente não atendido;0;3;0;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cancelamento de contrato por iniciativa da instituição financeira;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cobrança irregular de tarifa de serviço prioritário (exceto cartão de crédito);1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cobrança irregular de tarifa diferenciada em cartão de crédito;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cobranças diversas;0;0;6;6;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Cobranças diversas em operação de crédito consignado;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Concessão de crédito (exceto consignado) sem a formalização do título adequado;0;3;0;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Concessão de crédito consignado mediante a formalização de título adequado com base em documentação falsa;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Concessão de crédito consignado sem a formalização do título adequado;1;3;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Encaminhamento de instrumentos de pagamento não solicitados;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Insatisfação com a resposta recebida da instituição financeira referente à reclamação registrada no BCB;0;9;0;9;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Insatisfação com o atendimento prestado pelo SAC ou Central de Relacionamento;0;0;8;8;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Insatisfação com o atendimento prestado por agências;0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades no processo de encerramento de conta de depósitos à vista;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas a boletos de pagamento (exceto ausência de contrato com beneficiário);2;1;0;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de demais operações de operações de crédito, exceto consignado e financiamento imobiliário;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de documento para liquidação antecipada de operações de crédito consignado;1;2;0;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de documentos relativos a cartão de crédito;0;5;0;5;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito (pessoa natural) - exceto crédito consignado e financiamento imobiliário;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de informações sobre operações de crédito consignado (pessoa natural);0;2;0;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao fornecimento de outros documentos, exceto os relativos a cartão de crédito, contratos e liquidação antecipada;0;8;0;8;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas ao Sistema de Informações de Crédito do Banco Central (SCR);3;5;0;8;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relacionadas à liquidação de documentos (exceto cheques);0;4;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços disponibilizados em internet banking;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços relacionados a cartões de crédito;20;22;0;42;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade das operações e serviços, exceto as relacionadas a cartão de crédito, cartão de débito, internet banking e ATM;0;2;0;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relativas a integridade, confiabilidade, segurança, sigilo ou legitimidade dos serviços relacionados à operações de crédito;3;1;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Irregularidades relativas a telemarketing, SMS ou Whatsapp com oferta de produtos e serviços;0;0;1;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Juros e preços;0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Não liberação de margem consignável (exceto cartão de crédito consignável);0;0;12;12;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Oferta ou prestação de informação a respeito de produtos e serviços de forma inadequada;0;2;0;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Outras irregularidades ;1;2;0;3;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Outras irregularidades relacionadas a tarifas;0;1;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Outros assuntos não regulados relacionados a cartão de crédito;0;0;10;10;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Reclamações relacionadas a assuntos diversos;0;0;4;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Recusa de produtos ou serviços;0;0;5;5;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Renegociação de dívida (exceto cartão de crédito);0;0;2;2;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Renegociação de dívidas/encargos relacionadas a cartão de crédito;0;0;6;6;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Restrição à realização de portabilidade de operações de crédito consignado relativas a pessoas naturais;1;3;0;4;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Restrições cadastrais;0;0;12;12;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Terminais eletrônicos, internet e aplicativos;0;0;9;9;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;27098060;BANCO CBSS S.A.;Utilização incorreta da taxa de desconto no cálculo do valor presente relacionadas às operações de crédito consignado;1;0;0;1;
2019;1º;Menos de quatro milhões de clientes;Banco/financeira;31597552;BANCO CLASSICO S.A.;Golpe;0;0;2;2;
